x	y	roadname	direction	meter	mark
186595.925	344905.992	A2	R	174.510	LOOP
186395.585	344536.853	A2	R	174.930	NA
186333.489	344422.642	A2	R	175.060	NA
186223.616	344220.584	A2	R	175.290	LOOP
186218.816	344211.811	A2	R	175.300	LOOP
185966.525	343734.494	A2	R	175.840	NA
185925.901	343643.122	A2	R	175.940	NA
185886.279	343551.307	A2	R	176.040	LOOP
185746.725	343155.453	A2	R	176.460	NA
185735.299	343117.119	A2	R	176.500	NA
185682.804	342913.863	A2	R	176.710	LOOP
185680.489	342904.135	A2	R	176.720	LOOP
185609.779	342541.145	A2	R	177.090	AFRIT
185606.176	342491.275	A2	R	177.140	AFRIT
185598.248	342381.561	A2	R	177.250	NA
185599.636	342191.689	A2	R	177.440	OPRIT
185602.386	342121.785	A2	R	177.510	LOOP
185605.832	342091.983	A2	R	177.540	NA
185606.981	342082.050	A2	R	177.550	OPRIT
185685.621	341497.355	A2	R	178.140	NA
185715.183	341299.553	A2	R	178.340	NA
185783.199	340854.737	A2	R	178.790	NA
185838.104	340348.071	A2	R	179.300	LOOP
185838.787	340198.073	A2	R	179.450	NA
185838.832	340188.073	A2	R	179.460	LOOP
185805.744	339779.633	A2	R	179.870	LOOP
185793.461	339670.321	A2	R	179.980	LOOP
185758.846	339362.260	A2	R	180.290	LOOP
185755.412	339332.457	A2	R	180.320	LOOP
185753.061	339312.596	A2	R	180.340	AFRIT
185716.621	339004.745	A2	R	180.650	NA
185714.355	338984.874	A2	R	180.670	LOOP
185681.347	338696.758	A2	R	180.960	LOOP
185680.209	338686.823	A2	R	180.970	LOOP
185677.136	338667.062	A2	R	180.990	OPRIT
185622.760	338372.287	A2	R	181.290	LOOP
185605.302	338304.499	A2	R	181.360	NA
185423.663	337872.456	A2	R	181.830	LOOP
185412.656	337855.757	A2	R	181.850	LOOP
185106.405	337423.402	A2	R	182.380	NA
185100.531	337415.309	A2	R	182.390	NA
184866.160	337091.165	A2	R	182.790	NA
184636.753	336775.772	A2	R	183.180	NA
184624.987	336759.600	A2	R	183.200	NA
184395.400	336444.339	A2	R	183.590	NA
184100.304	336040.708	A2	R	184.090	LOOP
184094.402	336032.635	A2	R	184.100	LOOP
183811.109	335645.149	A2	R	184.580	LOOP
183805.229	335637.061	A2	R	184.590	LOOP
183570.336	335313.307	A2	R	184.990	LOOP
183564.924	335304.898	A2	R	185.000	LOOP
183417.660	335066.955	A2	R	185.280	LOOP
183408.345	335049.256	A2	R	185.300	LOOP
183260.819	334677.863	A2	R	185.700	LOOP
183257.479	334668.437	A2	R	185.710	LOOP
183158.979	334343.021	A2	R	186.050	LOOP
183080.925	334084.549	A2	R	186.320	LOOP
183005.630	333835.691	A2	R	186.580	NA
183002.701	333826.130	A2	R	186.590	AFRIT
182979.269	333749.638	A2	R	186.670	LOOP
182944.121	333634.901	A2	R	186.790	LOOP
182832.863	333261.131	A2	R	187.180	NA
182827.633	333241.827	A2	R	187.200	NA
182806.712	333164.611	A2	R	187.280	OPRIT
182764.580	332848.129	A2	R	187.600	NA
182764.098	332808.131	A2	R	187.640	NA
182811.541	332462.457	A2	R	187.990	NA
182866.205	332280.971	A2	R	188.180	LOOP
182985.578	331995.019	A2	R	188.490	NA
182997.927	331967.678	A2	R	188.520	NA
183001.674	331958.422	A2	R	188.530	LOOP
183088.520	331661.376	A2	R	188.840	NA
183090.245	331651.526	A2	R	188.850	NA
183117.859	331493.927	A2	R	189.010	NA
183121.844	331444.211	A2	R	189.060	NA
183114.248	331064.718	A2	R	189.440	LOOP
183106.343	330955.003	A2	R	189.550	LOOP
183104.824	330935.061	A2	R	189.570	LOOP
183066.976	330426.467	A2	R	190.080	LOOP
183064.753	330396.549	A2	R	190.110	LOOP
183041.169	330077.420	A2	R	190.430	LOOP
183033.240	329877.608	A2	R	190.630	NA
183083.288	329461.316	A2	R	191.050	NA
183085.051	329451.472	A2	R	191.060	NA
183152.322	329179.713	A2	R	191.340	NA
183182.596	329033.005	A2	R	191.490	OPRIT
183203.856	328644.019	A2	R	191.880	NA
183187.524	328384.766	A2	R	192.140	LOOP
183128.083	328060.417	A2	R	192.470	LOOP
183125.762	328050.691	A2	R	192.480	LOOP
182929.693	327484.856	A2	R	193.080	NA
182447.931	326631.910	A2	R	194.060	AFRIT
182378.249	326488.011	A2	R	194.220	NA
182318.556	326339.571	A2	R	194.380	LOOP
182187.786	326004.163	A2	R	194.740	OPRIT
181535.962	324856.018	A2	R	196.070	LOOP
181530.496	324847.644	A2	R	196.080	LOOP
181124.329	324057.758	A2	R	196.970	NA
180138.242	322738.476	A2	R	198.650	AFRIT
180120.129	322714.561	A2	R	198.680	LOOP
180059.752	322634.845	A2	R	198.780	LOOP
179605.218	321473.983	A2	R	200.030	NA
179385.051	320717.024	A2	R	200.820	NA
179002.178	320050.049	A2	R	201.590	LOOP
178758.490	319772.338	A2	R	201.960	LOOP
178340.099	319342.608	A2	R	202.560	LOOP
178108.621	319054.212	A2	R	202.930	LOOP
177810.799	318583.280	A2	R	203.490	LOOP
177808.595	318573.526	A2	R	203.500	LOOP
178116.689	317277.909	A2	R	204.910	LOOP
178122.873	317270.050	A2	R	204.920	AFRIT
178129.056	317262.191	A2	R	204.930	NA
178205.778	317135.667	A2	R	205.080	OPRIT
178283.402	316796.011	A2	R	205.430	AFRIT
178303.689	316627.226	A2	R	205.600	OPRIT
178324.012	316077.929	A2	R	206.150	AFRIT
178323.951	316067.929	A2	R	206.160	LOOP
178323.344	315967.931	A2	R	206.260	NA
178373.295	314790.658	A2	R	207.440	NA
178483.425	314262.298	A2	R	207.980	AFRIT
178495.552	314213.791	A2	R	208.030	LOOP
178562.868	313952.329	A2	R	208.300	LOOP
178630.087	313680.536	A2	R	208.580	LOOP
178641.221	313631.795	A2	R	208.630	OPRIT
178772.230	312521.671	A2	R	209.750	NA
178872.408	311559.008	A2	R	210.720	LOOP
178882.327	311520.257	A2	R	210.760	AFRIT
178910.464	311413.917	A2	R	210.870	LOOP
178913.038	311404.254	A2	R	210.880	LOOP
178705.180	309037.786	A2	R	213.370	LOOP
178638.868	308962.935	A2	R	213.470	NA
176824.272	307283.345	A2	R	215.990	EIND
